city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Lviv,Радіо Свобода,У Львові під час акції через відставку Федорова затримали чоловіка з ножем – поліція,https://www.radiosvoboda.org/a/news-lviv-protesty-kuleba-zatrymannya/33816163.html,"27.07, 23:38",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,Суспільне (нац.),В Україні тривають протести проти відставки Федорова з посади міністра оборони: День 12,https://suspilne.media/1365378-v-ukraini-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni-den-12/,"27.07, 10:00",«Львів У Львові акція розпочалася близько 20:00 біля пам'ятника Тарасові Шевченку на проспекті Свободи.»,<100,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Lviv,Українська правда,У Києві та інших містах 12-й день поспіль відбулися акції на підтримку Федорова,https://www.pravda.com.ua/news/2026/07/27/8046167/,"27.07, 10:00","«фото: ""Суспільне"" фото: ""Суспільне.Харків"" РЕКЛАМА: У Львові, за даними поліції, на акцію, за даними видання, вийшли близько 150 людей, у Дніпрі – близько 80, в Івано-Франківську – приблизно 50, у Рівному – близько 40, а в Миколаєві – близько 35 учасників.»",100–999,took place,police,за даними поліції,6 Aug
Lviv,Факти ICTV,У Львові затримали чоловіка з ножем під час мітингу на підтримку Федорова: що відомо,https://fakty.com.ua/ua/ukraine/20260727-u-lvovi-zatrymaly-cholovika-z-nozhem-pid-chas-mityngu-shho-vidomo/,"27.07, 23:26","«Як зазначає Суспільне , акція у Львові розпочалася близько 20:00 біля пам’ятника Тарасові Шевченку на проспекті Свободи.»",<100,took place,relay,релей,6 Aug
Lviv,Фокус,Невідомий намагався напасти з ножем на людей під час мітингу у Львові,https://focus.ua/uk/ukraine/762444-nevidomiy-namagavsya-napasti-z-nozhem-na-lyudey-pid-chas-mitingu-u-lvovi,"27.07, 22:03",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,LIGA.net,12-й день протестів за Федорова: акції пройшли у Києві та ще низці міст,https://news.liga.net/ua/society/news/12-y-den-protestiv-za-fedorova-aktsii-proyshly-v-kyievi-ta-shche-nyztsi-mist,"27.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,NV,У Львові під час протесту на підтримку Федорова затримали нападника з ножем,https://nv.ua/ukr/ukraine/events/napad-pid-chas-mitingu-u-lvovi-cholovik-z-nozhem-zatrimaniy-policiyeyu-50627700.html,"27.07, 22:12",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,Suspilne (Миколаїв),У Миколаєві протестувальники вимагали повернути Федорова та замінити Кіма ветераном,https://suspilne.media/mykolaiv/1365340-u-mikolaevi-protestuvalniki-vimagali-povernuti-fedorova-ta-zaminiti-kima-veteranom/,"27.07, 10:00",«Мкртчян До акції в Миколаєві долучилися близько 35 людей.»,<100,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Mykolaiv,Суспільне (нац.),В Україні тривають протести проти відставки Федорова з посади міністра оборони: День 12,https://suspilne.media/1365378-v-ukraini-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni-den-12/,"27.07, 10:00",«Будулуца До акції в Миколаєві долучилися близько 35 людей.»,<100,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Mykolaiv,Українська правда,У Києві та інших містах 12-й день поспіль відбулися акції на підтримку Федорова,https://www.pravda.com.ua/news/2026/07/27/8046167/,"27.07, 10:00","«фото: ""Суспільне"" фото: ""Суспільне.Харків"" РЕКЛАМА: У Львові, за даними поліції, на акцію, за даними видання, вийшли близько 150 людей, у Дніпрі – близько 80, в Івано-Франківську – приблизно 50, у Рівному – близько 40, а в Миколаєві – близько 35 учасників.»",<100,took place,police,за даними поліції,6 Aug
Mykolaiv,Факти ICTV,У Львові затримали чоловіка з ножем під час мітингу на підтримку Федорова: що відомо,https://fakty.com.ua/ua/ukraine/20260727-u-lvovi-zatrymaly-cholovika-z-nozhem-pid-chas-mityngu-shho-vidomo/,"27.07, 23:26",невідомо,unknown,took place,not stated,не вказано,6 Aug
Odesa,NV,У Львові під час протесту на підтримку Федорова затримали нападника з ножем,https://nv.ua/ukr/ukraine/events/napad-pid-chas-mitingu-u-lvovi-cholovik-z-nozhem-zatrimaniy-policiyeyu-50627700.html,"27.07, 22:12",невідомо,unknown,took place,not stated,не вказано,6 Aug
Odesa,Факти ICTV,У Львові затримали чоловіка з ножем під час мітингу на підтримку Федорова: що відомо,https://fakty.com.ua/ua/ukraine/20260727-u-lvovi-zatrymaly-cholovika-z-nozhem-pid-chas-mityngu-shho-vidomo/,"27.07, 23:26",невідомо,unknown,took place,not stated,не вказано,6 Aug
Rivne,LIGA.net,12-й день протестів за Федорова: акції пройшли у Києві та ще низці міст,https://news.liga.net/ua/society/news/12-y-den-protestiv-za-fedorova-aktsii-proyshly-v-kyievi-ta-shche-nyztsi-mist,"27.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Rivne,NV,У Львові під час протесту на підтримку Федорова затримали нападника з ножем,https://nv.ua/ukr/ukraine/events/napad-pid-chas-mitingu-u-lvovi-cholovik-z-nozhem-zatrimaniy-policiyeyu-50627700.html,"27.07, 22:12",невідомо,unknown,took place,not stated,не вказано,6 Aug
Rivne,Suspilne (Рівне),Понад 40 людей вийшли на мирну акцію на підтримку Михайла Федорова 27 липня у Рівному,https://suspilne.media/rivne/1365352-ponad-40-ludej-vijsli-na-mirnu-akciu-na-pidtrimku-mihajla-fedorova-27-lipna-u-rivnomu/,"27.07, 21:52",«Понад 40 людей попри дощ зібралися 27 липня на Театральній площі у Рівному на мирний протест на підтримку ексміністра оборони України Михайла Федорова.»,<100,took place,own correspondent,кореспондент Суспільного (Рівне),6 Aug
Rivne,Українська правда,У Києві та інших містах 12-й день поспіль відбулися акції на підтримку Федорова,https://www.pravda.com.ua/news/2026/07/27/8046167/,"27.07, 10:00","«фото: ""Суспільне"" фото: ""Суспільне.Харків"" РЕКЛАМА: У Львові, за даними поліції, на акцію, за даними видання, вийшли близько 150 людей, у Дніпрі – близько 80, в Івано-Франківську – приблизно 50, у Рівному – близько 40, а в Миколаєві – близько 35 учасників.»",<100,took place,police,за даними поліції,6 Aug
Rivne,Факти ICTV,У Львові затримали чоловіка з ножем під час мітингу на підтримку Федорова: що відомо,https://fakty.com.ua/ua/ukraine/20260727-u-lvovi-zatrymaly-cholovika-z-nozhem-pid-chas-mityngu-shho-vidomo/,"27.07, 23:26",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,LIGA.net,12-й день протестів за Федорова: акції пройшли у Києві та ще низці міст,https://news.liga.net/ua/society/news/12-y-den-protestiv-za-fedorova-aktsii-proyshly-v-kyievi-ta-shche-nyztsi-mist,"27.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),"Учасники акції розповіли, чому вже 11-й день поспіль виходять на мітинги: в Ужгороді знову зібралися на мирну акцію",https://suspilne.media/uzhhorod/1365392-ucasniki-akcii-rozpovili-comu-vze-11-j-den-pospil-vihodat-na-mitingi-v-uzgorodi-znovu-zibralisa-na-mirnu-akciu/,"27.07, 21:14",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Dnipro,Dnipro.media,"«Стояли, стоїмо і будемо стояти!»: як у Дніпрі пройшла 13-та акція на підтримку Федорова",https://www.dnipro.media/novyny-dnipro/stoyaly-stoyimo-i-budemo-stoyaty-yak-u-dnipri-projshla-13-ta-aktsiya-na-pidtrymku-fedorova/,"28.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Dnipro,NV,«Почуєте народ — почуєте військових». У Києві та інших містах люди 13-й день протестують проти відставки Федорова — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-mihayla-fedorova-akciji-v-kiyevi-lvovi-ta-inshih-mistah-50628001.html,"28.07, 10:00",«У Дніпрі до мітингу долучилось близько ста людей.»,100–999,took place,not stated,не вказано,6 Aug
Dnipro,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00","«Дніпро У Дніпрі 28 липня тринадцятий день поспіль відбулася акція на підтримку Михайла Федорова, до якої долучилися близько ста людей.»",100–999,took place,not stated,не вказано,6 Aug
Dnipro,Suspilne (Дніпро),У Дніпрі тринадцятий день поспіль тривають акції протесту на підтримку Федорова,https://suspilne.media/dnipro/1366258-u-dnipri-trinadcatij-den-pospil-trivaut-akcii-protestu-na-pidtrimku-fedorova/,"28.07, 20:19",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Дніпро),6 Aug
Dnipro,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",«У Дніпрі до протесту долучилися близько ста містян .»,100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Ivano-Frankivsk,NV,«Почуєте народ — почуєте військових». У Києві та інших містах люди 13-й день протестують проти відставки Федорова — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-mihayla-fedorova-akciji-v-kiyevi-lvovi-ta-inshih-mistah-50628001.html,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,Suspilne (Івано-Франківськ),Протести з картонками: у Франківську люди продовжують мітингувати за поновлення на посаді ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1366080-protesti-z-kartonkami-u-frankivsku-ludi-prodovzuut-mitinguvati-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova/,"28.07, 20:00",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Ivano-Frankivsk,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kharkiv,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00","«Харків У Харкові 28 липня на акцію з вимогою повернути Михайла Федорова на посаду міністра оборони, за даними поліції, вийшли близько 90 людей .»",<100,took place,police,за даними поліції,6 Aug
Kharkiv,Suspilne (Харків),"«Сирського прибрали, то чому Федоров досі не на своєму місці»: як пройшов 12 день акції протесту в Харкові",https://suspilne.media/kharkiv/1365390-sirskogo-pribrali-to-comu-fedorov-dosi-ne-na-svoemu-misci-12-den-akcii-pidtrimki-ekministra-oboroni-v-harkovi/,"28.07, 10:00","«На 12 день акцій, які проходять по всій Україні, в Харкові на протест вийшли, за даними поліції, близько 90 людей.»",<100,took place,police,за даними поліції,6 Aug
Kharkiv,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),Протести з картонками: у Франківську люди продовжують мітингувати за поновлення на посаді ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1366080-protesti-z-kartonkami-u-frankivsku-ludi-prodovzuut-mitinguvati-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova/,"28.07, 20:00","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,LB.ua,Протести на підтримку Федорова: В Києві проведуть ходу за діалог та реформи,https://lb.ua/society/2026/07/28/755050_protesti_pidtrimku_fedorova.html,"28.07, 14:49",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,Мітинги проти відставки Федорова. У Києві анонсували ходу за діалог і реформи,https://nv.ua/ukr/kyiv/marsh-protestu-za-reformi-v-kiyevi-veteran-kozyatinskiy-anonsuvav-akciyu-50627882.html,"28.07, 14:48",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,«Почуєте народ — почуєте військових». У Києві та інших містах люди 13-й день протестують проти відставки Федорова — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-mihayla-fedorova-akciji-v-kiyevi-lvovi-ta-inshih-mistah-50628001.html,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"Протести тривають, але в команді Зеленського історію зі звільненням Федорова вважають закритою — ЗМІ",https://nv.ua/ukr/ukraine/politics/u-komandi-volodimira-zelenskogo-vidpovili-chi-mozhe-vin-povernuti-mihayla-fedorova-50627801.html,"28.07, 11:42",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Львів),"«Міняйте полонених, а не Федорова»: львів'яни 13 день поспіль вийшли на акцію протесту",https://suspilne.media/lviv/1366200-minajte-polonenih-a-ne-fedorova-lvivani-13-den-pospil-vijsli-na-akciu-protestu/,"28.07, 19:56",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Суми),У Сумах відбулася акція на підтримку Федорова,https://suspilne.media/sumy/1366286-u-sumah-vidbulasa-akcia-na-pidtrimku-fedorova/,"28.07, 22:03",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),13-й день: в Ужгороді знову зібралися на мирну акцію на підтримку ексміністра Федорова,https://suspilne.media/uzhhorod/1366256-12-j-den-v-uzgorodi-znovu-zibralisa-na-mirnu-akciu-na-pidtrimku-eksministra-fedorova/,"28.07, 20:21",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Texty.org.ua,На акції на підтримку Федорова у Львові чоловік із ножем намагався напасти на спікерів: його особу встановлено (ФОТО),https://texty.org.ua/fragments/117958/policiya-vstanovyla-osobu-cholovika-zatrymanoho-z-nozhem-pid-chas-akciyi-na-pidtrymku-fedorova-u-lvovi-foto/,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,АРГУМЕНТ,Протести за Федорова: анонсована хода за діалог і реформи,https://argumentua.com/novini/protesti-za-fedorova-anonsovana-khoda-za-dialog-i-reformi,"28.07, 16:12",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Багнет,"31 липня у Києві відбудеться протестна хода за реформи в оборонці, інші міста можуть долучитися",https://www.bagnet.org/news/society/1401574/31-lipnya-u-kievi-vidbudetsya-protestna-hoda-za-reformi-v-oborontsi-inshi-mista-mozhut-doluchitisya,"29.07, 00:01",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Гордон,Зеленський вважає закритим питання заміни міністра оборони – ЗМІ,https://gordonua.com/ukr/section-politics/news-zelenskyy-vvazhaye-zakrytym-pytannya-zminy-ministra-oborony-zmi-28-07-2026.html,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Українська правда,Протести за Федорова: У Києві анонсували ходу замість щоденної акції,https://www.pravda.com.ua/news/2026/07/28/8046236/,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Українська правда,У Львові на акції проти відставки Федорова затримали психічно хворого чоловіка з ножем,https://www.pravda.com.ua/news/2026/07/28/8046243/,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,24 Канал,"Зеленський не планує повертати Федорова в Міноборони, – ЗМІ",https://24tv.ua/zelenskiy-ne-planuye-povertati-fedorova-minoboroni-zmi_n3113067,"28.07, 10:23",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00",«Львів У Львові 28 липня близько 200 людей зібралися на проспекті Свободи біля пам'ятника Тарасові Шевченку на мирну акцію з вимогою повернути Михайла Федорова на посаду міністра оборони.»,100–999,took place,not stated,не вказано,6 Aug
Lviv,UA.NEWS,На акції на підтримку Федорова у Львові затримали озброєного ножем чоловіка,https://ua.news/uA/ukraine/na-aktsiyi-na-pidtrimku-fedorova-u-lvovi-zatrimali-ozbroienogo-nozhem-cholovika,"28.07, 07:22",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,UA.NEWS,На акції на підтримку Федорова у Львові затримали озброєного ножем чоловіка,https://ua.news/ua/ukraine/na-aktsiyi-na-pidtrimku-fedorova-u-lvovi-zatrimali-ozbroienogo-nozhem-cholovika,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",«У Львові біля пам'ятника Тарасові Шевченку зібралися близько 200 людей.»,100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Lviv,Українська правда,У Львові на акції проти відставки Федорова затримали психічно хворого чоловіка з ножем,https://www.pravda.com.ua/news/2026/07/28/8046243/,"28.07, 10:00","«У Львові, за даними поліції, на акцію вийшли близько 150 людей.»",100–999,took place,police,за даними поліції,6 Aug
Mykolaiv,NV,«Почуєте народ — почуєте військових». У Києві та інших містах люди 13-й день протестують проти відставки Федорова — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-mihayla-fedorova-akciji-v-kiyevi-lvovi-ta-inshih-mistah-50628001.html,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00",«Миколаїв У Миколаєві 28 липня близько 25 людей зібралися біля будівлі міської ради на акцію на підтримку Михайла Федорова.»,<100,took place,not stated,не вказано,6 Aug
Mykolaiv,Suspilne (Миколаїв),День 13. У Миколаєві протестувальники вимагають повернути Федорова на посаду міністра оборони,https://suspilne.media/mykolaiv/1366254-den-13-u-mikolaevi-protestuvalniki-vimagaut-povernuti-fedorova-na-posadu-ministra-oboroni/,"28.07, 20:16",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Mykolaiv,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",«У Миколаєві біля міської ради зібралися близько 25 учасників із плакатами та гаслами.»,<100,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Rivne,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00","«Рівне У Рівному 28 липня приблизно тридцять людей знову вийшли на Театральну площу з картонними плакатами та прапорами, щоб підтримати ексміністра оборони Михайла Федорова.»",<100,took place,not stated,не вказано,6 Aug
Rivne,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",«Хушану У Рівному на Театральну площу вийшли приблизно 30 людей.»,<100,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Uzhhorod,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),13-й день: в Ужгороді знову зібралися на мирну акцію на підтримку ексміністра Федорова,https://suspilne.media/uzhhorod/1366256-12-j-den-v-uzgorodi-znovu-zibralisa-na-mirnu-akciu-na-pidtrimku-eksministra-fedorova/,"28.07, 20:21",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Uzhhorod,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Vinnytsia,NV,«Почуєте народ — почуєте військових». У Києві та інших містах люди 13-й день протестують проти відставки Федорова — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-mihayla-fedorova-akciji-v-kiyevi-lvovi-ta-inshih-mistah-50628001.html,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Zaporizhzhia,Suspilne (Запоріжжя),"«Всі абсолютно будуть захищені»: очільник ОВА Іван Федоров про безпекові заходи, які запроваджуються у Запоріжжі",https://suspilne.media/zaporizhzhia/1365784-vsi-absolutno-budut-zahiseni-ocilnik-ova-ivan-fedorov-pro-bezpekovi-zahodi-aki-zaprovadzuutsa-u-zaporizzi/,"28.07, 18:40",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Запоріжжя),6 Aug
Zhytomyr,OBOZ.UA,"""Федоров – МО"": у містах України 13-й день поспіль тривають масові мітинги. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-u-mistah-ukraini-13-j-den-pospil-trivayut-masovi-mitingi-foto-i-video.htm,"28.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Zhytomyr,Suspilne (Житомир),У Житомирі люди знову вийшли на протести проти відставки Федорова,https://suspilne.media/zhytomyr/1366260-u-zitomiri-ludi-znovu-vijsli-na-protesti-proti-vidstavki-fedorova/,"28.07, 21:03",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Житомир),6 Aug
Zhytomyr,Суспільне (нац.),По Україні 13-й день тривають протести за повернення Федорова до Міноборони,https://suspilne.media/1366300-po-ukraini-13-j-den-trivaut-protesti-za-povernenna-fedorova-do-minoboroni/,"28.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Dnipro,Censor.NET,В Україні 14-й день поспіль тривають масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/news/4015978/protesty-v-ukrayini-14-den-cherez-zvilnennya-fedorova,"29.07, 22:00",«Більше читайте у нашому Telegram-каналі Люди виходять на вулиці та озвучують вимоги У Дніпрі на акцію зібралися близько 80 людей.»,<100,took place,not stated,не вказано,6 Aug
Dnipro,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d30,"29.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d18,"29.07, 22:06",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/,"29.07, 22:31",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Suspilne (Дніпро),"«Будемо виходити, доки президент не виправить свою помилку». 14-й день мітингів на підтримку Федорова у Дніпрі",https://suspilne.media/dnipro/1367096-vimogi-nezminni-14-j-den-mitingiv-na-pidtrimku-fedorova-u-dnipri/,"29.07, 20:05",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Дніпро),6 Aug
Ivano-Frankivsk,Censor.NET,В Україні 14-й день поспіль тривають масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/news/4015978/protesty-v-ukrayini-14-den-cherez-zvilnennya-fedorova,"29.07, 22:00",«В Івано-Франківську на площу вийшли майже 50 людей.»,<100,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,Suspilne (Івано-Франківськ),Мітинг за поновлення на посаді ексміністра оборони Федорова. День чотирнадцятий,https://suspilne.media/ivano-frankivsk/1366896-miting-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova-den-cotirnadcatij/,"29.07, 20:32",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Ivano-Frankivsk,Інформатор (Івано-Франківськ),«Не чути свій народ — це ганьба»: у Франківську 14-й день триває мітинг на підтримку Федорова (ФОТО) - Інформатор Івано-Франківськ,https://if.informator.ua/2026/07/29/ne-chuty-svij-narod-cze-ganba-u-frankivsku-14-j-den-tryvaye-mityng-na-pidtrymku-fedorova-foto/,"29.07, 19:30",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kharkiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d30,"29.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kharkiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d18,"29.07, 22:06",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kharkiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/,"29.07, 22:31",невідомо,unknown,took place,not stated,не вказано,6 Aug
