city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Dnipro,OBOZ.UA,"""Верніть Федорова"": у містах України 23-й день поспіль тривають масові мітинги з картонками. Фото і відео - Obozrevatel",https://www.obozrevatel.com/ukr/novosti-obschestvo/vernit-fedorova-u-mistah-ukraini-23-j-den-pospil-trivayut-masovi-mitingi-z-kartonkami-foto-i-video.htm,07.08,У Дніпрі на 23-й день протестів на підтримку колишнього міністра оборони Михайла Федорова зібралося близько 40 людей.,<100,took place,relay,редакційне зведення за місцевими повідомленнями,1 Sep
Uzhhorod,OBOZ.UA,"""Верніть Федорова"": у містах України 23-й день поспіль тривають масові мітинги з картонками. Фото і відео - Obozrevatel",https://www.obozrevatel.com/ukr/novosti-obschestvo/vernit-fedorova-u-mistah-ukraini-23-j-den-pospil-trivayut-masovi-mitingi-z-kartonkami-foto-i-video.htm,07.08,"Станом на 20:25 зібралися близько 20 людей, які після хвилини мовчання за загиблими військовими розпочали ходу містом.",<100,took place,relay,редакційне зведення за місцевими повідомленнями,1 Sep
Cherkasy,OBOZ.UA,"""Верніть Федорова"": у містах України 23-й день поспіль тривають масові мітинги з картонками. Фото і відео - Obozrevatel",https://www.obozrevatel.com/ukr/novosti-obschestvo/vernit-fedorova-u-mistah-ukraini-23-j-den-pospil-trivayut-masovi-mitingi-z-kartonkami-foto-i-video.htm,07.08,"Черкаси У Черкасах учасники протесту зібралися на площі Богдана Хмельницького, після чого пройшли ходою бульваром Шевченка до Соборної площі.",unknown,took place,relay,редакційне зведення за місцевими повідомленнями,1 Sep
Rivne,Суспільне | Новини,Лежачий мітинг на карематах на підтримку ексміністра оборони Михайла Федорова відбувся у Рівному,https://suspilne.media/rivne/1374652-lezacij-miting-na-karematah-na-pidtrimku-eksministra-oboroni-mihajla-fedorova-vidbuvsa-u-rivnomu,08.08,До 30 людей зібралося 8 серпня на Театральній площі у Рівному на «лежачий протест» на підтримку ексміністра оборони Михайла Федорова 8 серпня у Рівному.,<100,took place,own correspondent,кореспондент Суспільного Рівне з місця події,1 Sep
Uzhhorod,Суспільне | Новини,В Ужгороді 24 день поспіль проводять мирну акцію проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/uzhhorod/1374732-v-uzgorodi-24-den-pospil-provodat-mirnu-akciu-proti-vidstavki-eksministra-oboroni-mihajla-fedorova,08.08,8 серпня станом на 20:30 на мітинг прийшли дванадцятеро людей.,<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Ivano-Frankivsk,Суспільне | Новини,Середмістям Івано-Франківська пройшла хода на підтримку ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1374686-seredmistam-ivano-frankivska-projsla-hoda-na-pidtrimku-eksministra-oboroni-fedorova,08.08,8 серпня середмістям Івано-Франківська пройшла хода на підтримку Михайла Федорова.,unknown,took place,own correspondent,кореспондент Суспільного Івано-Франківськ з місця події,1 Sep
Ivano-Frankivsk,UKR.NET,В Івано-Франківську вдруге пройшла хода на підтримку ексміністра оборони Федорова (ФОТО) - Ukr.net,https://www.ukr.net/news/details/ivano_frankivsk/118878568.html,09.08,8 серпня в Івано-Франківську близько 100 людей вийшли на мирну ходу на підтримку ексміністра оборони Михайла Федорова.,100–999,took place,relay,ретрансляція місцевого матеріалу,1 Sep
Uzhhorod,Суспільне | Новини,25 день: в Ужгороді відбулась мирна акція проти відставки міністра оборони Федорова,https://suspilne.media/uzhhorod/1375178-25-den-v-uzgorodi-vidbulas-mirna-akcia-proti-vidstavki-ministra-oboroni-fedorova,09.08,9 серпня станом на 20:40 на мітинг прийшли 12 людей.,<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Uzhhorod,Суспільне | Новини,26 день: в Ужгороді відбулась мирна акція проти відставки міністра оборони Федорова,https://suspilne.media/uzhhorod/1376040-26-den-v-uzgorodi-vidbulas-mirna-akcia-proti-vidstavki-ministra-oboroni-fedorova,10.08,10 серпня станом на 20:30 на мітинг прийшли 17 людей.,<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Uzhhorod,Суспільне | Новини,27-й день поспіль в Ужгороді триває мирна акція на підтримку Михайла Федорова,https://suspilne.media/uzhhorod/1376912-27-j-den-pospil-v-uzgorodi-trivae-mirna-akcia-na-pidtrimku-mihajla-fedorova,11.08,27-й день поспіль в Ужгороді триває мирна акція на підтримку Михайла Федорова. Станом на 20:30 на площі Поштовій було 15 людей.,<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Uzhhorod,Суспільне | Новини,В Ужгороді 28 день поспіль проводять мирну акцію проти відставки ексміністра оборони Федорова,https://suspilne.media/uzhhorod/1377658-v-uzgorodi-28-den-pospil-provodat-mirnu-akciu-proti-vidstavki-eksministra-oboroni-fedorova,12.08,Станом на 20:20 на площі Поштовій було 9 людей.,<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Dnipro,Dnipro.media,Вперше – на новому місці: про що говорили учасники 23-ї акції на підтримку Федорова у Дніпрі,https://www.dnipro.media/novyny-dnipro/vpershe-na-novomu-mistsi-pro-shho-govoryly-uchasnyky-23-yi-aktsiyi-na-pidtrymku-fedorova-u-dnipri/,"07.08, 09:45 (подія 06.08)",У Дніпрі близько 30 людей долучилися до 23-ї акції на підтримку колишнього міністра оборони України Михайла Федорова.,<100,took place,own correspondent,журналісти Dnipro.media з місця події,1 Sep
Dnipro,Dnipro.media,Від картонного «наказу» до звернень у Раду: про що говорили учасники 24-ї акції за Федорова у Дніпрі,https://www.dnipro.media/novyny-dnipro/vid-kartonnogo-nakazu-do-zvernen-u-radu-pro-shho-govoryly-uchasnyky-24-yi-aktsiyi-za-fedorova-u-dnipri/,"08.08, 10:10 (подія 07.08)",У Дніпрі близько 35 людей долучилися до 24-ї акції з вимогою повернути Михайла Федорова на посаду міністра оборони України.,<100,took place,own correspondent,журналісти Dnipro.media з місця події,1 Sep
Dnipro,Dnipro.media,"Попри дощ, 25-ту акцію на підтримку Федорова провели у Дніпрі у вигляді автопробігу",https://www.dnipro.media/novyny-dnipro/popry-doshh-25-tu-aktsiyu-na-pidtrymku-fedorova-provely-u-dnipri-u-vyglyadi-avtoprobigu/,"08.08, 20:38","Близько 10 машин взяли участь у протестному автопробігу, проведеному у Дніпрі, проти звільнення Михайла Федорова з посади міністра оборони України.",unknown,took place,own correspondent,журналісти Dnipro.media; кількість людей не опублікована,1 Sep
